com.samsung.shealth.rewards,6200039,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,2015-12-09 02:15:00.576,,,,2015-12-13 04:55:01.228,2015-12-09 02:15:00.622,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":168,""mValue2"":60}",wakAfCXJCw,com.sec.android.app.shealth,goal.activity,2015-12-09 02:15:00.576,3bedff59-abc2-46d8-b151-30ec0436a8ce,0,
,2016-04-04 02:55:01.172,,,,2016-04-05 02:50:10.266,2016-04-04 02:55:01.194,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":117,""mValue2"":60}",wakAfCXJCw,com.sec.android.app.shealth,goal.activity,2016-04-04 02:55:01.172,2778d39e-9e8e-43b1-8935-c5ef2c29dca8,0,
,2016-03-16 14:59:59.999,,,,2016-04-08 10:58:29.405,2016-04-08 10:58:29.405,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":true,""mValue"":103,""mValue2"":60}",wakAfCXJCw,com.sec.android.app.shealth,goal.activity,2016-03-16 14:59:59.999,2d53cede-179d-449d-9bb5-f788e5e17af4,0,
,2016-03-29 14:59:59.999,,,,2016-04-08 10:58:31.368,2016-04-08 10:58:31.368,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":true,""mValue"":120,""mValue2"":60}",wakAfCXJCw,com.sec.android.app.shealth,goal.activity,2016-03-29 14:59:59.999,686017e0-4936-45ac-9799-39abfeaf36dd,0,
,2015-12-13 04:55:01.200,,,,2015-12-27 03:15:00.674,2015-12-13 04:55:01.232,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":140,""mValue2"":60}",wakAfCXJCw,com.sec.android.app.shealth,goal.activity,2015-12-13 04:55:01.200,3d37be5c-2d99-40f6-8183-0583992e544e,0,
,2016-04-05 02:50:10.252,,,,2016-04-06 02:00:49.026,2016-04-05 02:50:10.267,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":141,""mValue2"":60}",wakAfCXJCw,com.sec.android.app.shealth,goal.activity,2016-04-05 02:50:10.252,13580d16-b844-4649-a9fc-16f7a803de56,0,
,2016-04-11 08:55:00.298,,,,2016-04-12 09:55:02.619,2016-04-11 06:55:00.561,,,goal_activity_reward_most_active_day,UTC+0900,"{""mIsCompleted"":false,""mValue"":186,""mValue2"":0}",wakAfCXJCw,com.sec.android.app.shealth,goal.activity,2016-04-11 06:55:00.470,01f4dcf7-b027-4bf6-b801-eedc8ca314f7,0,
,2016-04-25 08:55:01.682,,,,2016-05-03 03:35:02.236,2016-04-25 08:55:01.705,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",wakAfCXJCw,com.sec.android.app.shealth,goal.activity,2016-04-25 08:55:01.682,d3cdd3fc-1855-4ba8-b748-a5aef346c9ba,0,
,2016-06-01 02:55:01.542,,,,2016-06-02 10:55:01.527,2016-06-01 02:55:01.578,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":71,""mValue2"":60}",wakAfCXJCw,com.sec.android.app.shealth,goal.activity,2016-06-01 02:55:01.542,8e2ed8c1-07cf-4fa5-8766-d0634e93c600,0,
,2016-07-10 05:35:01.742,,,,2016-07-11 06:22:18.130,2016-07-10 05:35:01.815,,,goal_activity_reward_goal_achieved,UTC+0900,"{""mIsCompleted"":false,""mValue"":89,""mValue2"":60}",wakAfCXJCw,com.sec.android.app.shealth,goal.activity,2016-07-10 05:35:01.742,861d7ef1-17ef-471b-87b2-a302ab84c01a,0,
